16:05:16,553 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 37
16:05:16,805  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
16:05:17,324 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 118
16:05:17,545  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
16:06:17,198 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 37
16:06:17,445  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
16:06:17,863 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 118
16:06:18,086  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
16:33:56,937 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 37
16:33:57,207  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
16:33:57,719 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 118
16:33:57,947  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
16:34:50,717 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 37
16:34:50,975  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
16:34:51,416 TRACE hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - log close size: 118
16:34:51,642  INFO hsqldb.db.HSQLDB4B30DE19D8.ENGINE:? - Database closed
